> Miller, K.G. et al, 2024. Global mean and relative sea-level changes over the past 66 Myr: implications for early Eocene ice sheets. Earth Science, Systems and Society, 4(1), p.10091.
> Age (Ma)	sea level (m)
7.59236	-8.148554694
7.59537	-3.021397298
7.59837	-6.496716061
7.60137	-9.546375351
7.60437	-7.42655977
7.60737	-3.577331565
7.61037	0.277841958
7.61337	3.274948961
7.61637	2.816744113
7.61937	0.193630129
7.62237	-3.733111771
7.62537	-6.365522249
7.62837	-8.134164164
7.63137	-6.431387443
7.63437	-9.07221187
7.63737	-12.15234154
7.64037	-10.44839474
7.64337	-6.562395671
7.64637	-7.03112948
7.64937	-8.81021071
7.65237	-8.844507865
7.65537	-8.441534776
7.65837	-8.475289087
7.66137	-5.880273005
7.66438	-2.403359988
7.66738	-5.503723798
7.67038	-8.170491893
7.67338	-8.64314095
7.67638	-8.23619228
7.67938	-8.70953828
7.68238	-10.50665904
7.68538	-10.09981937
7.68838	-9.249929799
7.69138	-10.16760442
7.69438	-14.62923981
7.69738	-15.11034451
7.70038	-8.937027777
7.70338	-2.750829341
7.70638	-2.331406947
7.70938	-5.47109906
7.71238	-6.834798704
7.71538	-8.201027065
7.71838	-2.873543179
7.72138	-2.00338587
7.72438	-5.604182415
7.72738	-1.151983186
7.73038	-0.724393859
7.73339	-4.782235677
7.73639	-11.09345811
7.73939	-9.773972503
7.74239	-2.600811609
7.74539	-0.818705316
7.74839	-7.1491001
7.75139	-9.429155282
7.75439	-5.839667918
7.75739	-1.790391228
7.76039	0.909063196
7.76339	0.895639883
7.76639	-1.384964789
7.76939	-4.577201792
7.77239	-4.139904123
7.77539	0.391501551
7.77839	0.835068746
7.78139	-3.275887899
7.78439	-3.289870647
7.78739	1.716650461
7.79039	-3.773215521
7.79339	-11.55757537
7.79639	-14.32178536
7.79939	-15.71636007
7.8024	-17.11271493
7.8054	-10.71387046
7.8084	-7.517294298
7.8114	-8.908945834
7.8144	-9.382916165
7.8174	-8.937011677
7.8204	-9.410939393
7.8234	-9.885156669
7.8264	-8.515224035
7.8294	-3.912623403
7.8324	0.235296666
7.8354	-0.231915788
7.8384	-5.786729667
7.8414	-11.34922437
7.8444	-14.14050495
7.8474	-11.83734161
7.8504	-8.139353752
7.8534	-4.900048008
7.8564	-0.262839405
7.8594	4.380865974
7.8624	-3.059910803
7.8654	-0.738185629
7.86841	-3.069680631
7.87141	-8.199732708
7.87441	-10.53868018
7.87741	-11.48071979
7.88041	-5.887867114
7.88341	-7.761979074
7.88641	-9.170795339
7.88941	-8.710263638
7.89241	-7.312936529
7.89541	-8.723444287
7.89841	-9.666866406
7.90141	-6.86044062
7.90441	-4.519633177
7.90741	-4.05348912
7.91041	-4.056309283
7.91341	-3.589031174
7.91641	-5.942252587
7.91941	-12.53208409
7.92241	-18.65830214
7.92541	-24.79100415
7.92841	-28.57392722
7.93141	-26.70281705
7.93441	-24.35769363
7.93742	-22.48184488
7.94042	-20.13152177
7.94342	-18.25100413
7.94642	-16.36834639
7.94942	-14.48358334
7.95242	-13.06991918
7.95542	-12.12806573
7.95842	-10.71150518
7.96142	-9.767257883
7.96442	-8.821953268
7.96742	-8.824156138
7.97042	-11.67305388
7.97342	-14.99896324
7.97642	-17.85263874
7.97942	-20.23340324
7.98242	-17.86303687
7.98542	-14.53951658
7.98842	-11.21312389
7.99142	-7.883924155
7.99442	-7.408194924
7.99742	-7.884378618
8.00042	-7.887394819
8.00342	-8.385491656
8.00643	-9.837246735
8.00943	-11.76658875
8.01243	-13.69700692
8.01543	-15.62841745
8.01843	-14.69685545
8.02143	-9.467296864
8.02443	-4.234499101
8.02743	1.001362058
8.03043	3.850854745
8.03343	0.966037701
8.3193	-19.59429975
8.3214	-19.61110044
8.3236	-14.82802363
8.3257	-17.24517741
8.3278	-20.62279037
8.33	-20.16047848
8.3321	-15.85620841
8.3342	-21.15497242
8.3385	-18.30895833
8.3406	-18.32611179
8.3428	-15.94287264
8.3449	-16.92055771
8.347	-11.65450501
8.3492	-13.59363074
8.3513	-13.61079369
8.3534	-10.26539023
8.3556	-16.04805059
8.3577	-19.42844114
8.3598	-18.48517356
8.362	-13.69888652
8.3641	-9.872262236
8.3662	-6.045244377
8.3684	-13.27153885
8.3705	-8.002554071
8.3726	-12.34537854
8.3748	-16.20895786
8.3769	-13.82338607
8.379	-18.64823013
8.3812	-19.14791627
8.3833	-4.742726357
8.3854	-7.163998135
8.3875	-0.449599063
8.3901	-6.241255431
8.3922	-11.06790687
8.3944	-21.66765654
8.3965	-16.39535884
8.3986	-18.81880685
8.4008	-7.773583526
8.4029	-15.00791316
8.405	-15.50735951
8.4072	-10.71475257
8.4093	-11.21401034
8.4114	-14.60099944
8.4136	-4.512776796
8.4157	-14.15742742
8.4178	-16.10148037
8.42	-12.26952349
8.4221	-22.88053599
8.4242	-19.04769042
8.4264	-11.36247868
8.4285	-26.31107188
8.4306	-25.36757858
8.4328	-19.60775044
8.4349	-12.88236599
8.437	-18.68273228
8.4392	-13.40245257
8.4413	-15.34885089
8.4434	-14.40392487
8.4456	-13.45972449
8.4477	-11.55033051
8.4498	-13.9795644
8.452	-10.14208909
8.4541	-15.46506456
8.4562	-12.10832564
8.4584	-11.64571263
8.4605	-9.734970316
8.4626	-15.54279836
8.4648	-7.36057927
8.4669	-9.309121984
8.469	-9.32770389
8.4733	-6.952180711
8.4754	-11.79831647
8.4776	-14.71518532
8.4797	-21.01217487
8.4818	-12.8219443
8.484	-16.2230865
8.4861	-15.75951959
8.4882	-8.53185079
8.4925	-10.98621033
8.4946	-11.00510172
8.4968	-7.157716565
8.4989	-8.143030187
8.5031	-13.98312685
8.5053	-11.58507458
8.5074	-38.69245325
8.5095	-24.68530272
8.5117	-22.77164163
8.5138	-16.50116105
8.5159	-13.61687914
8.5181	-16.54143845
8.5202	-11.23567651
8.5223	-11.25458971
8.5245	-9.337324563
8.5266	-10.80899208
8.5287	-15.18758561
8.5309	-13.75453167
8.533	-6.989917677
8.5351	-6.523550562
8.5373	-3.149588114
8.5394	-8.015100462
8.5415	-1.245425021
8.5437	-11.44726876
8.5458	-8.071053416
8.5479	-14.88062947
8.5501	-18.78230683
8.5522	-12.49409382
8.5543	-23.67550186
8.5565	-13.9891682
8.5586	-20.31961367
8.5607	-22.76760515
8.5629	-16.47581075
8.565	-17.95252012
8.5671	-5.341497778
8.5693	-16.04940565
8.5714	-11.20919016
8.5735	-19.00438022
8.5757	-10.27494989
8.5778	-2.02789166
8.5799	-8.852792609
8.5821	-11.30348881
8.5842	-8.403264685
8.5863	-13.28632118
8.5885	-11.35944397
8.5906	-29.87133578
8.5927	-1.660937302
8.5949	-25.5330328
8.597	-17.27594178
8.5991	-20.21676204
8.6013	-24.13342508
8.6034	-31.46011337
8.6053	-26.11985369
8.6073	-27.60058132
8.6092	-26.64407886
8.6112	-25.68816889
8.6131	-33.01748001
8.6151	-29.62443168
8.617	-21.35387415
8.619	-26.73548134
8.6209	-27.72824849
8.6229	-24.820206
8.6241	-19.95333909
8.626	-12.65257481
8.628	-26.81705659
8.6299	-20.49111716
8.6319	-20.50815436
8.6377	-22.02126745
8.6397	-10.81098148
8.6416	-35.23443882
8.6436	-27.44066726
8.6455	-19.64477677
8.6475	-14.2898803
8.6495	-21.63019329
8.6514	-21.15711032
8.6534	-17.26611216
8.6553	-19.72288929
8.6573	-15.34279368
8.6592	-13.40362053
8.6612	-16.83798301
8.6631	-12.45618523
8.6651	-4.655333769
8.667	-7.600312339
8.669	-7.126524691
8.6709	2.630087543
8.6729	-0.804115429
8.6748	-22.3137936
8.6768	-30.14528498
8.6788	-25.76297956
8.6807	-20.89124047
8.6827	-20.90566252
8.6846	-26.29334831
8.6866	-23.37626961
8.6885	-20.45844154
8.6905	-11.19034468
8.6924	-11.20381792
8.6944	-11.21794787
8.6963	-13.1853588
8.6983	-24.92315962
8.7002	-16.63193582
8.7022	-22.01878832
8.7041	-21.05474395
8.7061	-18.13769825
8.7081	-19.12805512
8.71	-4.489442146
8.712	-7.922066783
8.7139	-13.30693392
8.7159	-12.83224448
8.7178	-22.61068144
8.7198	-12.85874128
8.7217	-19.70662893
8.7237	-21.18422681
8.7256	-24.61352708
8.7276	-33.41219195
8.7297	-22.68700377
8.7319	-24.65305241
8.734	-29.05801879
8.7361	-18.335765
8.7382	-16.39766907
8.7404	-18.3633921
8.7425	-12.03533579
8.7446	-18.87800471
8.7468	-22.30593904
8.7489	-15.00401582
8.751	-10.1416517
8.7532	-6.743694722
8.7553	-4.808282738
8.7574	0.538709778
8.7595	-0.938866058
8.7617	-6.802750212
8.7638	-9.253658719
8.7659	-10.24237215
8.7681	-19.51283953
8.7702	-19.52583051
8.7723	-20.99988243
8.7744	-12.73459259
8.7766	-13.23603905
8.7787	-12.27624952
8.7808	-5.475828224
8.783	-11.33153485
8.7851	-8.912633085
8.7872	-6.981034654
8.7894	-6.510061654
8.7915	-8.470500647
8.7936	-14.80715806
8.7957	-16.7657797
8.7979	-24.55837092
8.8	-20.19579441
8.8021	-18.75069898
8.8043	-19.73628953
8.8064	-22.66438225
8.8085	-18.30497741
8.8106	-19.28959493
8.8128	-24.64503875
8.8149	-27.57041429
8.817	-22.24229632
8.8192	-28.07989858
8.8213	-20.8124159
8.8234	-21.31057271
8.8256	-30.54115405
8.8277	-15.51668538
8.8298	-12.1360059
8.8319	-11.18089474
8.8341	-20.89172192
8.8362	-17.51204981
8.8383	-21.88715085
8.8405	-10.27259754
8.8426	-18.52283495
8.8447	-22.41110035
8.8468	-20.97138071
8.849	-15.65962127
8.8511	-20.51452629
8.8532	-23.43180461
8.8554	-22.96144457
8.8575	-19.58800049
8.8596	-12.34619396
8.8618	-20.5833331
8.8639	-18.1793619
8.866	-12.39237896
8.8681	-5.640971058
8.8707	-10.97686475
8.8732	-14.37722996
8.8757	-15.84408416
8.8783	-9.101993364
8.8808	-27.46668621
8.8833	-25.06843955
8.8858	-21.22365301
8.8884	-24.6180332
8.8909	-27.52790203
8.8934	-23.68544429
8.896	-17.91706564
8.8985	-24.20060523
8.901	-26.14436035
8.9036	-23.27024633
8.9061	-21.84184478
8.9112	-19.46935518
8.9137	-25.26280805
8.9162	-26.24157614
8.9187	-24.3333771
8.9213	-27.23662814
8.9238	-20.52049847
8.9263	-21.01894357
8.9289	-29.68894349
8.9314	-18.17172874
8.9339	-21.07269758
8.9365	-14.36677775
8.9415	-13.92546617
8.9441	-11.54588214
8.9466	-15.88497336
8.9491	-13.02557254
8.9516	-10.16750779
8.9542	-23.61653836
8.9567	-28.90822148
8.9592	-25.090053
8.9618	-31.81761037
8.9643	-19.85534864
8.9668	-34.24508051
8.9719	-25.65843913
8.977	-20.90842747
8.9795	-13.74943862
8.982	-12.33452596
8.9845	-21.44335396
8.9871	-17.63720108
8.9896	-27.69755777
8.9921	-17.67662782
8.9947	-26.30000113
8.9972	-22.01757865
8.9997	-16.30363024
9.0023	-10.0896009
9.0048	-14.85885911
9.0073	-9.599431798
9.0098	-7.206289617
9.0124	-18.65529571
9.0149	-18.17025362
9.0174	-26.75067567
9.02	-22.44782024
9.0225	-14.80825797
9.025	-15.27808561
9.0301	-15.26362165
9.0326	-7.154060469
9.0351	8.577389538
9.0372	-0.949441277
9.0394	2.865911418
9.0437	-2.842329215
9.0458	-3.790537511
9.0502	1.455458691
9.0523	-11.39336923
9.0545	-1.392706028
9.0566	-3.29220858
9.061	-8.992423249
9.0631	-17.55026969
9.0653	-23.25179641
9.0674	-18.48905383
9.0696	-22.28693641
9.0717	-18.95193279
9.0739	-19.42086977
9.0761	-9.906891622
9.0782	-17.03149783
9.0804	-10.37158059
9.0825	-16.5440822
9.0847	-20.81431249
9.0868	-19.38262998
9.089	-19.85118891
9.0912	-24.59462813
9.0933	-22.21314557
9.0955	-17.93229407
9.0976	-19.82564258
9.0998	-18.8695369
9.102	-11.26718397
9.1041	-19.3316891
9.1063	-10.30692091
9.1084	-7.45405005
9.1106	-10.77068234
9.1127	-10.29084932
9.1149	-12.18314435
9.1171	-3.638079858
9.1192	-9.325767649
9.1214	-13.58913142
9.1235	-14.057779
9.1257	-11.20652589
9.1279	-3.614116155
9.13	-5.031822014
9.1322	-3.604533994
9.1343	-3.125813876
9.1365	-21.60644738
9.1386	-15.9127382
9.1408	-16.38048984
9.143	-12.10966491
9.1451	-6.418518111
9.1473	-9.729605695
9.1494	-12.09287406
9.1516	-8.297792316
9.1537	-4.030073057
9.1559	-2.604390334
9.1581	-4.493665242
9.1602	-16.32584654
9.1624	-10.16505167
9.1645	-9.686340283
9.1667	-11.10083515
9.1689	-12.51503951
9.171	-2.571383989
9.1732	-6.352166233
9.1753	-11.55187063
9.1775	-2.084182387
9.1796	4.070016693
9.1818	-6.805041714
9.184	-12.47532837
9.1861	-12.46983337
9.1883	-26.17699043
9.1904	-19.07795753
9.1926	-22.38086796
9.1948	-13.39257363
9.1969	-15.75035793
9.1991	-17.63475375
9.2012	-16.68367205
9.2034	-17.15006047
9.2055	-12.41952339
9.2077	-12.8863066
9.2099	-14.29769792
9.2163	-27.5027331
9.2185	-28.91197963
9.2206	-23.23962803
9.2228	-24.1770175
9.2249	-27.00252326
9.2271	-24.63564808
9.2292	-19.91007609
9.2313	-18.01665606
9.2334	-15.65185328
9.2356	-15.17430813
9.2377	-14.22546671
9.2398	-12.33352774
9.2419	-17.04438526
9.244	-13.26641565
9.2462	-13.26099177
9.2483	-8.541434042
9.2504	-17.02179715
9.2525	-22.20099534
9.2547	-21.25205257
9.2568	-27.37214458
9.2589	-24.06727276
9.261	-23.58992537
9.2632	-26.88103757
9.2653	-27.81660383
9.2674	-17.91956478
9.2695	-25.44889021
9.2716	-21.67564272
9.2738	-17.90296039
9.2759	-11.30675556
9.278	-15.53856778
9.2801	-11.29740583
9.2823	-11.76316756
9.2844	-13.64076329
9.2865	-8.930713051
9.2886	-10.33777916
9.2908	-17.85979469
9.2929	-24.43974495
9.295	-6.09128402
9.2971	-15.49277049
9.2992	-15.01760316
9.3014	-15.48267372
9.3035	-12.65699783
9.3056	-18.29337556
9.3077	-9.357556555
9.3099	-10.29307724
9.312	-6.99915814
9.3141	-8.874741047
9.3162	-3.702210806
9.3184	-1.819148565
9.3205	-11.68061371
9.3226	-14.02478322
9.3247	-11.67181074
9.3269	-15.42423227
9.329	-15.41951835
9.3311	-21.51887887
9.3332	-24.80016126
9.3353	-21.03897947
9.3375	-15.40054615
9.3396	-17.74278896
9.3417	-9.759162792
9.3438	-15.38659688
9.346	-13.50470054
9.3481	-11.15410686
9.3502	-6.457979023
9.3523	-5.515750191
9.3545	-5.511724412
9.3566	-9.729526085
9.3587	-3.627827082
9.3608	-15.34920604
9.3629	-12.99973323
9.3651	-12.05722313
9.3672	-16.74183769
9.3693	-20.0192113
9.3714	-10.16867642
9.3736	-20.47786369
9.3757	-6.878483162
9.3778	-11.56178283
9.3799	-12.02608931
9.3821	-4.99118615
9.3842	-7.79904713
9.3863	-4.045824242
9.3884	1.581324999
9.3905	-4.974841441
9.3927	-8.718731776
9.3948	-11.99387876
9.3969	-16.20551737
9.399	-18.54286306
9.4012	-20.87964645
9.4033	-13.38005716
9.4054	-18.52728082
9.4075	-15.24367277
9.4097	-17.57999445
9.4118	-22.25764915
9.4139	-16.63298288
9.416	-18.50068258
9.4181	-24.11380456
9.4203	-20.830502
9.4224	-16.61141342
9.4245	-12.8609198
9.4266	-18.00475616
9.4288	2.596619871
9.4309	-8.164017799
9.433	-4.882591414
9.4351	-9.557499196
9.4373	-7.211903785
9.4394	-18.90510937
9.4415	-10.94438959
9.4436	-20.76425965
9.4457	-15.14354361
9.4479	-20.75098773
9.45	-24.48679437
9.4521	-14.65667012
9.4542	-17.4566975
9.4564	-13.70803071
9.4585	-14.63682709
9.4606	-13.69485324
9.4627	-20.70218026
9.4649	-14.61608246
9.467	-18.81683367
9.4691	-8.991885738
9.4712	-8.985063806
9.4733	-6.641008607
9.4755	-7.101254883
9.4776	-10.36566042
9.4797	-3.816056523
9.4818	-8.949008612
9.484	-9.875615965
9.4861	-0.524451282
9.4882	-16.86701854
9.4903	-14.99008761
9.4925	-21.05245947
9.4967	-17.29809572
9.4988	-21.02385694
9.5009	-14.47842226
9.5031	-17.26930714
9.5052	-15.39272533
9.5073	-12.58305554
9.5094	-11.17379305
9.5116	-13.96304797
9.5137	-3.690698379
9.5179	-5.538428515
9.5205	4.264465922
9.5226	-2.720357851
9.5247	-19.02539942
9.5268	-15.75123568
9.529	-20.3989096
9.5311	-17.59113349
9.5332	-19.90805178
9.5353	-20.82682867
9.5375	-18.48482416
9.5396	-15.2130025
9.5417	-15.66597741
9.5438	-10.99927118
9.546	-14.24377981
9.5481	-14.2309123
9.5502	-6.310840754
9.5523	-10.48443633
9.5544	-4.892640173
9.5566	0.232704896
9.5587	-3.474461843
9.5608	-2.533588031
9.5629	-8.560860481
9.5651	-5.296295445
9.5672	-14.56997983
9.5689	-18.73602929
9.571	-15.00718321
9.5731	-14.99191465
9.5753	-8.481421748
9.5774	-14.03255707
9.5795	-13.08969631
9.5816	-8.438835424
9.5837	-11.20478023
9.5859	-7.019119072
9.588	-2.836230883
9.5901	-6.990040939
9.5922	0.431203433
9.5944	-5.571281194
9.5965	2.308215049
9.5986	9.25830647
9.6007	4.645341473
9.6029	5.582549492
9.605	-5.03339235
9.6071	-13.33297037
9.6092	-16.54755504
9.6135	-17.89249988
9.6156	-20.17927002
9.6177	-19.23585102
9.6198	-23.36456659
9.622	-7.209466572
9.6241	-15.48568516
9.6262	-10.85951888
9.6283	-6.236290422
9.6305	-3.916692484
9.6326	-3.899889892
9.6347	-2.043189763
9.6368	-2.026759229
9.6389	-6.606561576
9.6411	-13.01983494
9.6432	-3.813167596
9.6453	-6.091257587
9.6474	-13.87500463
9.6496	-3.759205674
9.6517	-6.492885064
9.6538	-1.430899966
9.6559	-9.204120053
9.6581	-5.05990526
9.6602	-7.788406502
9.6644	-10.95080851
9.6665	-5.4405157
9.6687	-4.048313632
9.6708	-1.286966795
9.6729	-5.836984967
9.675	-2.620229241
9.6772	-3.056670663
9.6793	7.457047505
9.6814	2.911375388
9.6835	-1.174603355
9.6857	1.123805069
9.6878	-4.779871445
9.6899	-13.41064461
9.692	-7.469317347
9.6941	-18.82130697
9.6963	-19.70266487
9.6984	-14.22042875
9.7005	-12.83209179
9.7026	-18.25756424
9.7048	-10.96534417
9.7069	-12.30248645
9.709	-10.46320204
9.7111	-4.544704658
9.7133	-3.61545571
9.7154	-8.577037856
9.7175	-7.194831604
9.7195	-0.835967369
9.7214	-8.961351902
9.7234	-4.867958111
9.725	-0.329743059
9.7273	-10.70063097
9.7293	-10.67658159
9.7312	-18.78106068
9.7332	-14.69141441
9.7351	-16.92250149
9.7371	-19.60122233
9.7391	-20.02374575
9.741	-17.29307957
9.743	-8.707956415
9.7449	-1.481724659
9.7469	-12.26148682
9.7488	-5.489463657
9.7508	-5.017026599
9.7528	-2.747029366
9.7547	-5.422060215
9.7567	-3.153607348
9.7586	4.049883111
9.761	0.932042007
9.763	2.297992275
9.7649	3.213544746
9.7669	-0.351635124
9.7688	1.908161691
9.7708	-0.757874701
9.7727	-5.6603782
9.7747	-20.39925298
9.7767	-11.42587858
9.7786	-11.40081705
9.7806	-14.94862645
9.7825	-6.883246471
9.7845	-10.42986527
9.7865	-1.925692455
9.7884	1.217923966
9.7904	-0.989960379
9.7923	5.270262575
9.7943	-0.500978645
9.7962	-10.27573785
9.7982	-4.018204473
9.8002	0.009532103
9.8021	0.919981437
9.8041	-4.836708144
9.806	-0.814710506
9.808	-9.230326012
9.81	-7.872154807
9.8119	-16.27867508
9.8139	-2.499057977
9.8158	-24.64487199
9.8178	-15.74807517
9.8197	-17.93498322
9.8214	-31.19372425
9.8231	-22.752295
9.8245	-8.568647683
9.8346	-7.550980446
9.8363	3.947483656
9.838	-1.770201366
9.8397	0.455432808
9.8414	0.915909863
9.8431	-1.709042763
9.8448	-3.01031979
9.8465	-3.42974507
9.8482	0.113356448
9.8498	-5.589108258
9.8515	4.991174045
9.8532	-10.82217034
9.8549	-18.2713727
9.8566	-12.53182257
9.8583	-15.58201427
9.86	-12.92144376
9.8617	-12.01856012
9.8634	-9.799948714
9.8651	-8.021574785
9.8668	-6.682895729
9.8685	-2.715352658
9.8701	-8.391231898
9.8718	-6.615741253
9.8735	-3.090216482
9.8752	-4.819276962
9.8769	-13.10958976
9.8786	-7.836044959
9.8803	-7.812567822
9.882	5.758729576
9.8837	-2.523116742
9.8854	19.33368408
9.8871	8.433797077
9.8888	-3.330823862
9.8904	7.159493112
9.8921	-5.468302411
9.8938	-4.573553864
9.8955	-8.472683453
9.8972	-11.93328621
9.8989	-13.64960122
9.9006	-13.18824558
9.9023	-9.246248999
9.904	-10.96151788
9.9057	-9.197117177
9.9074	1.258780399
9.909	0.409409946
9.9107	-3.912679783
9.9124	-4.758189026
9.9141	-4.735038143
9.9158	-3.844136681
9.9175	-3.387510785
9.9192	-3.364732094
9.9209	2.725391572
9.9226	-1.586139108
9.9243	-1.130822443
9.926	-5.437713897
9.9277	-1.086461421
9.9293	-6.689354374
9.931	-10.98946463
9.9327	-7.072967088
9.9344	-6.616320018
9.9361	-10.47963469
9.9378	-2.681076952
9.9395	-6.111280651
9.9412	-16.44294371
9.9429	-6.925138806
9.9446	-12.50586405
9.9463	-0.410029263
9.948	-5.988918297
9.9496	-5.535067704
9.9513	-2.927103833
9.953	-2.042658023
9.9547	2.283299909
9.9564	2.735265475
9.9581	4.476817062
9.9598	3.638330228
9.9615	-2.355166013
9.9632	-1.042954615
9.9649	6.708384754
9.9666	2.437197625
9.9683	2.888420104
9.9699	5.911347271
9.9716	5.075002452
9.9733	7.239308222
9.975	6.831562337
9.9767	2.998159854
9.9784	10.726553
9.9801	5.61068993
9.9818	-3.779359939
9.9835	2.660418738
9.9856	-1.586045488
9.9917	10.88222992
9.9947	6.224856645
9.9977	11.8065689
10.001	4.168708621
10.004	4.61195111
10.007	11.0123014
10.01	11.45108045
10.013	1.265051892
10.016	8.080795548
10.019	-8.456304752
10.022	-2.490776717
10.025	-2.04340875
10.028	-6.256107539
10.031	-5.80624411
10.034	-5.356617664
10.037	-4.484403962
10.04	-3.190552791
10.043	-1.475601005
10.046	-1.028653533
10.049	2.370192548
10.055	6.628522151
10.058	3.703173143
10.061	3.7263162
10.064	1.64793243
10.067	9.234812475
10.07	-1.660179344
10.073	4.661027919
10.076	-1.604073787
10.079	2.614394061
10.082	2.640403505
10.086	4.348888709
10.089	-4.823522205
10.095	3.59104424
10.098	2.783388442
10.101	12.81863108
10.104	7.422585455
10.107	7.031164797
10.11	0.814197523
10.113	-0.819460948
10.116	5.030135363
10.119	-5.741027951
10.122	-8.196545342
10.125	-5.671303312
10.128	-5.636147046
10.131	-4.772449386
10.134	-5.565490913
10.137	-0.979591444
10.139	8.138765873
10.142	-1.338395623
10.145	9.430781984
10.148	0.791085248
10.151	-0.001797695
10.154	-2.441845965
10.157	3.769633739
10.16	5.445916678
10.163	10.41008965
10.166	3.86027133
10.169	-1.859136371
10.172	-0.183166545
10.175	-1.790459773
10.178	2.34247677
10.181	0.73584003
10.184	7.726549506
10.188	2.857025274
10.191	8.609286458
10.194	8.228492136
10.197	4.991902186
10.2	4.614326013
10.203	1.384956412
10.206	5.082551051
10.209	2.671409722
10.212	-9.088364623
10.215	10.04943674
10.218	3.173783983
10.221	12.13196636
10.224	6.886693325
10.227	11.77784859
10.23	7.350360979
10.233	-4.352532771
10.236	-1.889080784
10.239	4.206431213
10.242	0.605337598
10.245	3.866713967
10.251	0.709365043
10.254	0.341806208
10.257	6.810960513
10.26	0.81429612
10.263	4.061415748
10.266	1.687139767
10.269	4.127105175
10.272	5.762282178
10.275	6.594582671
10.278	5.826065242
10.281	9.054775537
10.284	5.890295033
10.287	3.92792264
10.29	4.360576552
10.293	3.199584534
10.296	-2.73460417
10.299	-4.682582035
10.302	-3.051568398
10.305	-3.010831073
10.308	-9.712232652
10.311	-5.702753953
10.314	-3.679519834
10.316	-1.277292533
10.318	4.286053813
10.321	9.458172453
10.323	8.294190837
10.325	8.315655803
10.328	4.404716108
10.33	2.852263611
10.333	10.37082357
10.335	3.701694873
10.337	6.479268294
10.34	8.871423755
10.342	14.39088434
10.344	12.83954053
10.347	10.90826493
10.349	6.226558793
10.351	3.117121893
10.354	0.807860955
10.356	3.963317251
10.359	7.126747251
10.361	8.712005752
10.363	9.905208395
10.366	9.158387898
10.368	8.791249854
10.37	2.584030584
10.375	-1.236972677
10.378	-0.416319282
10.38	-1.552057118
10.382	-3.462135125
10.385	-3.028314884
10.387	-1.060973526
10.389	7.097445215
10.392	-0.600367386
10.394	2.52093151
10.396	0.230954549
10.399	11.07930738
10.402	-5.079272981
10.404	3.044204957
10.406	3.456728778
10.409	2.343603503
10.411	5.447205363
10.414	4.718294108
10.416	7.048050914
10.418	6.689737337
10.421	4.811843352
10.423	4.838640339
10.425	6.396507786
10.428	-0.448033026
10.43	0.728663183
10.433	2.682018848
10.435	2.328748925
10.437	3.882719557
10.44	5.448121941
10.442	6.236358822
10.444	7.023636555
10.447	-8.144389975
10.449	5.948295842
10.451	13.94850054
10.453	7.139677484
10.456	18.1728368
10.458	12.88746216
10.46	13.66706994
10.462	15.95950348
10.464	11.44156719
10.466	9.574917452
10.468	3.177618543
10.469	2.814077093
10.471	0.578046844
10.473	8.151300035
10.475	5.537788202
10.477	4.057592709
10.478	8.590761608
10.48	8.239218257
10.482	9.768949638
10.484	9.041169562
10.485	5.670892713
10.487	7.951083937
10.489	7.225398656
10.491	9.126792082
10.492	9.138977024
10.494	10.28786306
10.496	12.55930738
10.498	10.33505245
10.5	8.861729081
10.501	7.751583054
10.503	7.028707606
10.505	1.075134415
10.507	5.211795232
10.512	5.276949859
10.514	7.166533591
10.515	9.414740983
10.517	14.27980058
10.519	7.228248268
10.521	12.4610784
10.523	6.161671928
10.524	10.263072
10.526	9.914172178
10.528	12.16482477
10.53	11.44400239
10.531	13.68102962
10.533	15.18483055
10.535	13.35122626
10.537	7.814895142
10.538	10.4189765
10.54	5.62863464
10.542	3.062857977
10.544	6.785981294
10.546	4.96115621
10.547	6.081676937
10.549	2.781037508
10.551	2.067506137
10.553	2.092423868
10.554	1.367065591
10.556	2.129441882
10.558	0.679737558
10.56	9.176756093
10.561	6.609248475
10.563	3.686287982
10.565	2.97343187
10.567	10.7193774
10.569	11.8415255
10.57	12.21842111
10.572	9.298008656
10.574	11.15345615
10.576	12.6400573
10.577	13.01584426
10.579	10.83249446
10.581	9.384048954
10.583	11.96794872
10.584	10.5109502
10.586	10.52865236
10.588	12.37669563
10.59	10.1974162
10.592	6.190357186
10.593	4.736561042
10.595	4.024214151
10.597	2.215567355
10.599	3.330851764
10.6	4.070749191
10.602	8.470643934
10.604	15.42240996
10.606	11.78698079
10.607	15.07782552
10.609	18.37362673
10.611	19.84402591
10.613	23.86458973
10.615	16.5872217
10.616	17.3217742
10.618	14.7839378
10.62	11.15520118
10.622	12.6239307
10.623	16.26933209
10.625	19.19100213
10.627	17.74597356
10.629	20.30148985
10.631	17.76591387
10.632	18.49769024
10.634	15.96318313
10.636	13.42962143
10.638	8.354357686
10.64	6.912626223
10.641	-3.612043239
10.643	6.928552801
10.645	6.212932807
10.647	8.763020163
10.649	8.409372815
10.651	11.3201838
10.652	12.77504589
10.654	16.04649878
10.656	23.30505287
10.658	12.79675117
10.66	12.44091179
10.663	12.08771233
10.665	8.832315501
10.667	9.200390859
10.669	9.205829992
10.671	8.848610956
10.674	8.131081272
10.676	6.686541755
10.678	7.414645312
10.68	-0.186481804
10.682	3.437834028
10.685	8.510986094
10.687	2.357551014
10.689	4.531561179
10.691	4.532652536
10.694	7.429913846
10.696	5.619567353
10.698	7.791462525
