> Miller, K.G. et al, 2024. Global mean and relative sea-level changes over the past 66 Myr: implications for early Eocene ice sheets. Earth Science, Systems and Society, 4(1), p.10091.
> Age (Ma)	sea level (m)
14.453	46.50064242
14.454	47.70980734
14.455	50.25361645
14.456	50.62137414
14.458	51.02169021
14.459	50.55582826
14.46	50.58978298
14.461	54.94006335
14.463	55.82652083
14.464	52.04980429
14.466	54.09600455
14.467	53.30229072
14.468	54.48653889
14.469	51.39187616
14.47	55.86140572
14.471	51.95223045
14.472	52.96911964
14.473	51.03720057
14.475	53.71978469
14.476	51.79422675
14.477	49.38463907
14.478	49.90994284
14.479	49.13390448
14.48	49.00918569
14.481	48.88489253
14.483	45.4027107
14.484	51.42244751
14.485	50.16686834
14.486	54.07144283
14.487	54.9083923
14.488	51.88507601
14.489	52.56229229
14.491	53.91207227
14.492	55.38452501
14.493	57.1730262
14.494	57.84012391
14.495	55.15848687
14.5	56.2656845
14.501	58.66905904
14.503	57.3031961
14.504	59.53897307
14.505	58.62069593
14.506	60.6921904
14.507	59.14673477
14.509	56.38084402
14.51	55.78542711
14.511	54.72277957
14.513	52.76151108
14.514	49.99440914
14.515	49.1000386
14.517	49.17929227
14.518	49.6835814
14.519	50.18668741
14.521	50.57206324
14.522	48.76049611
14.523	50.03218304
14.525	48.57397608
14.526	49.84132729
14.527	48.96126322
14.529	50.72193131
14.53	47.55535662
14.531	51.71203882
14.533	54.82574201
14.534	50.91086513
14.535	51.7067554
14.537	50.87245282
14.538	53.93173688
14.539	53.81476446
14.541	55.23748441
14.542	51.96254474
14.543	54.25103485
14.545	57.01389686
14.546	58.09106876
14.547	57.22342341
14.549	57.13401068
14.55	60.5874034
14.551	59.57242404
14.553	56.80859428
14.554	57.8757013
14.555	56.42539376
14.556	58.08139111
14.558	57.40186408
14.559	55.81215159
14.56	57.90199437
14.561	57.63720772
14.563	57.10966445
14.564	57.43213285
14.565	58.33836046
14.566	58.36667857
14.568	55.65685535
14.569	54.37962809
14.57	54.55795854
14.571	52.99505108
14.573	53.64327966
14.574	51.21995833
14.575	55.15468306
14.576	54.32153406
14.578	57.1205735
14.579	57.15017764
14.58	56.46221992
14.581	58.06919568
14.583	56.98204606
14.584	59.15398028
14.585	58.89575133
14.586	60.91777684
14.588	61.5361341
14.589	61.7022693
14.591	60.33376396
14.592	62.19837927
14.594	60.69248194
14.596	60.60173688
14.598	58.6852892
14.599	58.4319979
14.601	53.86770071
14.603	55.74889751
14.605	53.99874032
14.606	54.58800342
14.608	52.15234779
14.61	54.43801843
14.612	50.90820637
14.613	53.56715422
14.615	51.84210252
14.617	59.05761185
14.619	55.13411557
14.62	59.13676766
14.622	56.72955313
14.624	57.60542046
14.626	56.16476755
14.627	60.13480724
14.629	59.64240812
14.631	58.88166967
14.633	57.58443069
14.634	57.07281092
14.636	57.66729102
14.638	58.79607398
14.639	58.68820574
14.641	57.13532245
14.643	59.06008332
14.645	57.11363374
14.646	59.40344907
14.648	58.79028421
14.65	58.97468947
14.652	57.96858169
14.653	58.78764762
14.655	57.25822159
14.657	58.10199026
14.659	57.89261473
14.66	56.60878747
14.662	56.92640646
14.664	56.45974919
14.666	55.34402577
14.667	57.58464121
14.669	58.41717687
14.671	57.69189454
14.673	56.71121237
14.674	59.32124606
14.676	59.4999014
14.678	62.12073596
14.68	60.49663084
14.681	61.67374567
14.683	61.46263658
14.685	64.69854847
14.686	59.87275503
14.688	63.61085288
14.69	62.38172256
14.692	61.79125413
14.693	60.67425659
14.695	60.5945269
14.697	59.25470021
14.699	58.92679422
14.7	58.44924556
14.702	61.1336635
14.704	58.80047139
14.706	59.97516617
14.707	59.62411943
14.709	61.16937909
14.711	58.72340996
14.713	59.51907794
14.714	61.6564851
14.716	64.55654347
14.718	64.22535187
14.72	62.16223392
14.721	63.54485278
14.723	64.6984934
14.725	64.36882927
14.727	64.90221108
14.728	65.04527074
14.73	64.10184484
14.732	66.96542673
14.733	64.28596333
14.735	68.49026272
14.737	65.10094991
14.739	64.4077234
14.74	60.76718244
14.742	60.44709771
14.744	60.00625282
14.746	62.84738395
14.747	65.05419678
14.749	65.69968764
14.751	65.01143953
14.753	62.63230373
14.754	60.47859207
14.756	62.45451967
14.758	60.44863534
14.76	63.14102633
14.761	62.19977464
14.763	60.92153717
14.765	63.96361927
14.767	64.00358022
14.768	64.14317136
14.77	60.71718007
14.772	61.23862251
14.774	59.13666834
14.775	57.61140445
14.777	56.35098386
14.779	59.48862314
14.781	57.39850268
14.783	56.37995778
14.785	57.02025012
14.787	57.1860687
14.793	62.50519108
14.797	61.76250851
14.801	61.72539443
14.804	63.53786843
14.808	63.37842951
14.812	64.84707637
14.816	65.95965125
14.82	66.95024209
14.824	60.65915182
14.827	64.98070994
14.831	69.07043439
14.835	69.35286331
14.837	68.8050304
14.839	66.8831956
14.842	64.40736253
14.844	61.46513424
14.846	61.3824571
14.848	63.35261474
14.85	62.92542028
14.852	61.58756701
14.853	66.72357301
14.855	63.64476455
14.855	65.72450648
14.857	63.93132255
14.859	65.54615859
14.861	64.20870502
14.864	64.24466657
14.866	61.4376007
14.868	60.10462524
14.87	61.93816331
14.872	62.29979532
14.875	63.46077349
14.877	63.02948789
14.879	64.17616938
14.881	63.96884052
14.883	65.90044947
14.886	66.03611484
14.888	64.25106946
14.89	64.37798373
14.892	61.35747676
14.895	61.93960447
14.897	62.28876771
14.899	60.84095289
14.901	61.07618182
14.903	62.65656978
14.906	63.67834478
14.908	64.58236406
14.91	67.7277606
14.914	66.27904211
14.918	65.61192671
14.922	65.726087
14.926	65.94893426
14.93	69.53423656
14.933	67.73382052
14.937	69.74542102
14.941	62.42816574
14.945	64.43181921
14.949	67.78699953
14.953	65.28370627
14.957	62.88360496
14.961	64.09088458
14.964	64.17577106
14.968	64.92867145
14.972	63.97721015
14.976	62.10851584
14.98	61.25518098
14.984	59.93765525
14.987	62.17702207
14.991	63.37466361
14.995	62.73486134
14.999	62.55014601
15.003	63.26678043
15.007	61.77531824
15.01	63.08962128
15.014	63.33402566
15.018	62.52585904
15.022	61.71073164
15.026	61.47666166
15.03	62.89138873
15.034	59.22268197
15.037	61.9735058
15.041	63.16081661
15.045	63.51856304
15.049	63.7578641
15.053	65.20196684
15.057	63.03095257
15.06	60.87682214
15.064	62.0799876
15.068	59.75143589
15.072	61.20384874
15.076	65.49665196
15.08	69.57560243
15.084	63.39663099
15.088	62.14794771
15.092	65.88750082
15.096	64.51423364
15.1	64.52291967
15.103	59.74897106
15.107	57.56821055
15.111	57.541777
15.115	55.19898296
15.119	62.02428806
15.122	60.88860655
15.126	56.44257863
15.129	58.16273128
15.133	56.96161975
15.136	55.39158888
15.139	57.66651308
15.142	57.69129573
15.146	54.32750642
15.148	57.47631766
15.151	59.53013262
15.154	55.50144693
15.158	56.03323807
15.161	56.06134167
15.164	56.36561384
15.168	56.77713619
15.171	58.47370696
15.174	59.0729554
15.177	60.09573628
15.181	54.24210417
15.184	55.68148706
15.187	57.69550117
15.191	60.6865032
15.194	65.99913873
15.2	62.87634377
15.205	58.59875942
15.211	60.89142729
15.217	61.32884119
15.223	57.83763785
15.228	55.07595669
15.234	55.21135499
15.24	50.47413637
15.246	51.19652463
15.251	52.55359116
15.257	52.1045509
15.263	53.76111299
15.269	50.76023892
15.274	49.73410331
15.28	53.99366549
15.286	56.91537125
15.29	53.02599059
15.295	56.59621372
15.299	55.14392135
15.303	59.98455108
15.308	55.28530951
15.312	51.53855409
15.312	51.04805465
15.316	49.42315418
15.321	56.29156427
15.325	56.8437953
15.328	55.08418681
15.33	50.07228032
15.333	49.0787815
15.336	49.64230257
15.339	49.58293208
15.341	47.35532338
15.344	47.13655077
15.347	47.70082785
15.35	50.30652953
15.352	51.20994694
15.355	50.52371072
15.358	55.50461582
15.361	48.35730516
15.363	46.89603033
15.366	51.41575207
15.369	50.56706797
15.372	51.42635548
15.372	51.93457176
15.374	49.20010285
15.377	47.8684844
15.38	48.44171553
15.383	49.17570059
15.385	50.41010221
15.388	52.58529127
15.391	50.28977436
15.393	46.72853988
15.396	49.54748512
15.399	48.52239349
15.402	47.97638217
15.404	51.63384516
15.407	45.61225394
15.413	45.47447642
15.415	45.10469699
15.418	46.00678283
15.421	45.77561216
15.424	48.14401807
15.426	49.88965602
15.429	50.80395761
15.432	51.55789291
15.437	53.91046391
15.44	55.81953735
15.443	50.51316536
15.447	48.62042679
15.452	48.34608592
15.456	50.40617525
15.46	50.32256606
15.464	51.89822915
15.468	54.4784528
15.472	54.07064559
15.476	55.33116839
15.48	50.07252324
15.485	47.62102754
15.489	48.71038124
15.493	54.01481496
15.497	53.26648739
15.501	56.23529567
15.506	50.55744252
15.51	50.8186271
15.514	52.44254044
15.518	56.62988794
15.52	52.16168642
15.521	49.24187081
15.523	46.12769071
15.525	44.0340162
15.527	44.50389098
15.528	43.62635563
15.53	45.98193842
15.532	46.79828048
15.534	48.98963992
15.535	48.28357433
15.537	45.15092224
15.539	45.45386881
15.541	45.58542963
15.543	45.71749293
15.544	46.73187711
15.546	45.4852067
15.548	47.51760011
15.55	45.92449876
15.551	47.80675389
15.553	48.11559801
15.555	47.03999979
15.556	49.2731777
15.558	49.5844546
15.56	51.63130339
15.561	46.06120565
15.563	47.76078631
15.565	53.11299008
15.567	54.8207252
15.568	53.76173565
15.57	62.30293804
15.57	64.12535079
15.572	60.04244719
15.575	52.55632359
15.578	61.95502157
15.581	63.85829642
15.584	63.68402682
15.587	57.52224863
15.59	59.11239831
15.593	66.61601405
15.597	64.3097557
15.602	51.49174486
15.604	63.70616034
15.608	48.43238956
15.613	42.71955418
15.618	43.52529491
15.623	42.74466122
15.629	43.01096959
15.634	41.70085351
15.639	41.98484615
15.644	41.91618934
15.649	41.67139102
15.654	42.31572156
15.659	43.31775134
15.664	48.41343976
15.669	48.35499034
15.674	45.98187429
15.679	43.60657116
15.684	42.29901327
15.69	50.79239975
15.695	47.70296306
15.7	47.64713527
15.705	51.70211255
15.71	53.25807373
15.715	46.4066759
15.72	50.46765174
15.726	48.43203672
15.733	41.00358345
15.74	42.71291818
15.747	44.96303043
15.753	43.63331761
15.76	40.30910071
15.767	42.73979911
15.773	44.46582268
15.78	45.6404742
15.787	43.74548124
15.794	45.28199301
15.8	46.65323995
15.804	44.60888616
15.808	41.65454253
15.811	39.79870478
15.815	40.65027911
15.819	44.22933312
15.823	45.085722
15.827	47.21774648
15.831	41.3379436
15.835	40.91853082
15.839	40.68132295
15.843	39.53128005
15.846	40.03811963
15.85	40.89816104
15.854	44.24837741
15.857	40.64164881
15.861	44.23534876
15.865	44.49881496
15.869	45.5339867
15.873	44.47940768
15.877	42.76381879
15.88	41.13238884
15.885	48.8890477
15.888	47.00307229
15.893	52.54714106
15.899	38.17922465
15.903	43.49964099
15.908	36.75884868
15.913	47.19668891
15.919	37.89825384
15.922	45.31711371
15.928	36.45489913
15.933	40.20731798
15.94	40.42779089
15.944	43.21245533
15.949	40.93282662
15.954	41.8146748
15.959	44.30988542
15.964	42.25474573
15.97	45.37604923
15.974	44.40818188
15.98	51.97375025
15.985	53.52821957
15.99	50.0752651
15.996	57.60078549
16.006	57.14710937
16.011	57.92992321
16.017	55.04736096
16.023	41.42287588
16.028	40.78063435
16.034	46.5329036
16.039	47.57998333
16.045	47.00431352
16.049	50.2671497
16.054	46.51624878
16.059	45.74612084
16.064	47.45006445
16.072	48.62872046
16.078	50.72106303
16.083	48.07916525
16.089	47.25954418
16.094	47.48335528
16.099	46.85425159
16.105	54.39717329
16.111	52.63152758
16.116	53.24866892
16.122	50.02664484
16.127	48.67131936
16.133	47.71506528
16.145	50.18229565
16.149	51.83920905
16.156	52.3769424
16.161	53.81704234
16.169	58.34089225
16.173	55.37926375
16.177	57.20633129
16.178	53.17214208
16.181	52.3888869
16.189	53.2462547
16.195	54.67122488
16.2	54.65826999
16.206	55.84221546
16.211	55.47495187
16.217	54.70566007
16.222	54.52450381
16.228	57.51285586
16.233	56.13002153
16.239	57.26828522
16.244	56.72658471
16.25	54.73605678
16.255	51.39940052
16.261	55.8331126
16.266	54.24134844
16.272	55.2379738
16.277	55.71512228
16.283	56.96321921
16.288	53.81363194
16.294	56.85176765
16.299	54.22556517
16.305	56.58490821
16.31	55.84923831
16.316	56.46306022
16.322	61.39754852
16.327	60.7757403
16.332	62.77422068
16.339	62.6142045
16.344	60.84239206
16.351	60.75741479
16.359	61.86100049
16.366	63.49783219
16.374	57.49846416
16.381	56.52497214
16.39	60.11461761
16.396	61.0236651
16.404	59.61353569
16.412	62.6023023
16.419	60.85812243
16.427	59.99529422
16.434	61.14259984
16.442	62.27327211
16.449	65.5274285
16.456	67.04405208
16.461	63.50687922
16.467	60.97754145
16.473	62.13241427
16.477	61.49225831
16.483	60.43735828
16.488	61.27686713
16.494	62.46611044
16.498	63.28273488
16.504	63.53783818
16.508	63.92966786
16.512	61.97207305
16.519	61.7067447
16.524	61.01581234
16.529	65.00526578
16.535	63.65362629
16.54	63.69271885
16.546	64.43084536
16.552	60.98304137
16.556	59.83188583
16.561	59.48330395
16.567	63.77279689
16.572	63.137928
16.578	61.78636328
16.583	63.34167796
16.588	64.26873453
16.593	63.780575
16.598	61.89308378
16.604	58.85657599
16.609	58.38183177
16.614	58.09135065
16.618	58.44925797
16.625	59.01034711
16.63	62.80813788
16.635	63.47549236
16.64	63.36102675
16.645	59.84407666
16.65	59.45538745
16.656	60.17962028
16.661	62.00498222
16.666	65.49064539
16.672	66.8737438
16.677	61.68891743
16.682	62.65194047
16.687	58.41789381
16.692	56.73580935
16.694	60.29053982
16.698	56.3701709
16.703	56.26878871
16.709	56.96207693
16.714	57.96045318
16.719	59.91471036
16.724	60.04438889
16.73	58.30758815
16.735	60.59417956
16.739	61.11634044
16.744	60.88986947
16.75	58.61181118
16.756	56.28469844
16.761	55.41512485
16.766	58.78817743
16.771	59.80906912
16.776	56.27866067
16.787	58.29421067
16.793	60.12243924
16.797	53.18419847
16.801	55.51346468
16.808	62.6149642
16.813	57.71280645
16.821	53.81461625
16.826	56.51559335
16.831	54.76581684
16.837	55.05788329
16.844	54.24195405
16.85	53.21995831
16.855	59.09092287
16.863	52.73649873
16.87	53.31824641
16.875	55.94956853
16.881	56.39026267
16.887	56.5652633
16.894	58.40352635
16.9	53.12325278
16.905	52.82242848
16.911	50.6469909
16.916	50.22943127
16.923	53.968088
16.928	46.55147387
16.934	44.7775383
16.939	45.88536133
16.944	42.70896195
16.952	45.2592227
16.958	41.97624032
16.964	37.1655633
16.97	38.435892
16.975	40.72042203
16.981	39.00330308
16.988	41.87336819
16.995	41.67131368
17	41.72935386
17.006	41.6503604
17.012	41.21152018
17.018	39.6061231
17.024	40.4535299
17.029	40.54776209
17.035	41.84752107
17.043	36.23958992
17.047	41.78204165
17.054	43.012607
17.059	38.07405314
17.065	38.49275184
17.072	33.94156565
17.078	41.89605561
17.084	42.28784711
17.09	45.06753861
17.095	54.88041557
17.1	37.0775766
17.105	43.4022752
17.11	47.49826389
17.115	36.17200002
17.12	39.77799166
17.126	39.07487685
17.13	33.5643438
17.135	33.23559963
17.141	39.0245574
17.145	40.48575802
17.15	35.98180251
17.155	32.66204146
17.16	36.22987269
17.165	36.27089652
17.17	38.24842576
17.175	38.19043393
17.178	34.67032286
17.185	42.14614288
17.189	44.67466916
17.192	31.58017424
17.195	41.40706187
17.196	37.67788637
17.199	39.04935836
17.202	36.65044725
17.205	34.22230794
17.207	32.42987017
17.21	35.64307007
17.213	34.39513949
17.216	29.11084376
17.218	29.80553885
17.221	28.85298055
17.224	28.01651808
17.227	29.49875257
17.229	31.23208632
17.232	36.2202861
17.235	34.68882028
17.238	34.7780016
17.24	35.46592309
17.243	35.44008082
17.246	38.00906499
17.249	33.97566544
17.251	30.41771363
17.254	31.80955215
17.257	31.07622566
17.26	33.18304693
17.262	32.22195556
17.265	34.8075478
17.268	36.44884293
17.271	35.24663416
17.273	34.04937106
17.276	36.64473848
17.279	37.343231
17.282	37.56778724
17.284	34.70746471
17.287	37.30996571
17.29	40.86643404
17.293	42.52205985
17.295	47.75126187
17.298	49.88594075
17.301	50.59350023
17.305	41.29883964
17.31	27.71168092
17.314	30.08266982
17.319	35.54929458
17.323	33.87349441
17.328	29.81494485
17.332	30.28441045
17.336	32.65914197
17.341	36.69798509
17.345	33.59713016
17.35	30.49636493
17.354	29.06372869
17.359	29.05737833
17.363	30.95342735
17.367	28.57136031
17.372	34.02604444
17.376	39.24005062
17.381	39.22599935
17.385	37.31672608
17.39	31.84951904
17.394	41.55309292
17.398	43.66870644
17.403	40.0955352
17.405	39.63737605
17.409	40.92049538
17.415	36.02031941
17.419	37.72617262
17.424	30.82498846
17.427	28.70787265
17.432	36.96813906
17.437	38.3054196
17.441	29.4080765
17.445	36.33998294
17.45	42.0566583
17.455	41.42749909
17.458	44.06602009
17.461	37.11217162
17.465	32.83704338
17.47	39.34299451
17.473	29.09162452
17.475	28.10761644
17.479	33.62940259
17.483	32.13033382
17.488	39.12380264
17.492	36.0679704
17.495	38.86392135
17.499	38.49236159
17.503	44.95374169
17.507	31.40744521
17.511	34.68647942
17.514	39.2034046
17.518	39.25406507
17.522	33.17141885
17.525	39.93204059
17.529	37.83492619
17.533	42.22915495
17.537	35.52571834
17.54	32.37287047
17.544	34.61915839
17.548	31.49966526
17.551	39.22357143
17.555	38.66005341
17.559	40.20418664
17.563	35.68525343
17.566	36.03202566
17.57	45.16736495
17.574	44.44288608
17.578	42.31735382
17.581	41.26824911
17.585	45.01103058
17.591	38.32268625
17.597	28.81175236
17.604	26.09430819
17.604	31.83881105
17.61	34.88478023
17.617	41.03984501
17.623	39.08168786
17.629	32.56752891
17.635	32.27764459
17.641	37.0338944
17.647	38.67673195
17.654	38.63334389
17.66	45.59273354
17.668	45.31835582
17.676	32.70029146
17.685	39.43410207
17.694	38.66352805
17.702	38.8705467
17.711	31.99909647
17.719	30.24149312
17.728	28.47186568
17.736	29.64824758
17.743	36.98317501
17.751	38.92119855
17.759	37.16485373
17.767	33.91847766
17.775	30.66020664
17.782	38.56699303
17.79	34.56119344
17.798	36.27236568
17.806	43.48396123
17.814	36.71455676
17.822	30.42095915
17.829	35.40808586
17.837	34.12101509
17.845	35.60148387
17.853	36.58257918
17.861	37.56722399
17.868	33.23597284
17.876	27.3598283
17.884	21.96760509
17.891	23.95348287
17.897	20.07930115
17.904	34.3448148
17.911	33.79725883
17.917	29.14339208
17.924	28.06555106
17.931	32.6535337
17.937	29.77333798
17.944	33.86217448
17.95	30.70978813
17.957	36.37468347
17.964	33.46373096
17.97	33.41853371
17.977	38.3392349
17.984	40.13329164
17.989	35.63279641
17.994	26.10690246
17.999	22.35240066
18.004	25.97586377
18.009	30.40463881
18.015	29.52301595
18.02	34.77632759
18.027	34.28747589
18.037	40.80933482
18.042	30.35433264
18.048	35.16915205
18.053	42.28855894
18.058	45.21604345
18.065	36.73593668
18.072	34.92996608
18.079	36.00836686
18.087	27.75389884
18.094	26.83289465
18.101	26.98119907
18.108	34.05389691
18.115	35.47516492
18.122	29.62619895
18.129	26.39422335
18.136	24.20528573
18.144	24.68300043
18.151	24.36323625
18.157	33.45325476
18.164	25.64223867
18.17	25.42578857
18.176	28.67352947
18.183	29.18980108
18.189	30.71002822
18.196	24.92452365
18.202	24.84332308
18.209	24.12600499
18.215	34.30439995
18.222	43.09556305
18.228	34.03387643
18.235	39.57580165
18.241	31.54032821
18.247	28.42068135
18.254	36.77372872
18.26	21.95715347
18.267	22.30255611
18.273	24.78306886
18.28	14.15642118
18.286	23.11447384
18.293	23.11786761
18.299	21.16745014
18.306	25.63069514
18.312	19.46121513
18.318	28.7537296
18.325	33.06637932
18.331	28.72954235
18.335	20.43258559
18.348	13.98562256
18.359	21.02919709
18.366	17.34880717
18.369	13.3812156
18.374	17.69896552
18.378	19.82692163
18.382	19.6500281
18.386	21.72391694
18.392	8.61325132
18.398	14.6381378
18.402	17.41036869
18.411	23.86857776
18.417	22.49658831
18.422	19.34564533
18.428	26.45459722
18.434	31.81313976
18.44	19.83096376
18.446	23.87576708
18.452	26.03844504
18.458	10.69102274
18.464	11.82035015
18.47	19.6497584
18.476	22.23022124
18.481	13.97049378
18.487	13.12851019
18.493	13.98591192
18.499	27.97865228
18.505	19.97705786
18.511	16.69176797
18.517	19.4374391
18.523	32.13110576
18.527	24.71284247
18.532	25.7024801
18.536	21.70881264
18.54	24.30119188
18.545	24.66478234
18.549	19.10931973
18.553	17.91111454
18.558	18.8413941
18.562	14.38902636
18.565	22.20894001
18.571	23.04202173
18.575	23.81614601
18.579	28.65465413
18.584	26.98693353
18.588	29.85329623
18.592	17.66157052
18.597	17.09260249
18.601	18.02387925
18.605	21.82605018
18.61	17.41880486
18.614	18.4741244
18.618	15.56848931
18.623	16.15483356
18.627	25.18849661
18.631	21.66030607
18.636	17.82084676
18.64	19.21695124
18.644	26.65343462
18.649	26.27086609
18.653	22.71554478
18.657	20.40633157
18.66	22.45543685
18.666	28.54313377
18.67	24.8347113
18.675	26.13262174
18.679	34.21000525
18.683	30.81381644
18.688	12.77702538
18.692	19.57872486
18.696	19.60444275
18.701	17.39189425
18.705	17.20063173
18.709	18.59391937
18.714	31.63363964
18.718	35.51026452
18.724	33.60752622
18.73	32.17164675
18.736	21.5474756
18.742	38.14996054
18.748	13.31402853
18.754	29.66652227
18.76	31.09045153
18.766	29.59854268
18.772	26.55681444
18.778	33.41102099
18.784	26.86690496
18.79	23.73633608
18.796	33.72167124
18.802	30.80959657
18.808	25.26468559
18.814	23.59558675
18.819	30.0755123
18.825	26.64112471
18.831	34.76217492
18.837	28.29333154
18.842	23.55917963
18.847	10.64970258
18.853	22.51593021
18.858	21.86943018
18.863	29.30507337
18.868	28.65767723
18.874	20.23557588
18.879	18.12939663
18.883	15.34008869
18.888	16.57665731
18.894	17.06721505
18.899	17.46403754
18.904	18.47974064
18.909	22.56705561
18.915	22.0274748
18.92	21.42497017
18.925	22.06350813
18.93	17.31710769
18.936	19.93797977
18.941	14.77039621
18.946	17.82974327
18.951	17.45594906
18.957	19.07404892
18.962	22.48562173
18.967	20.85340168
18.972	25.43414768
18.978	26.27605446
18.983	29.52056954
18.988	23.87084997
18.993	17.69401756
18.999	15.1562818
19.004	12.18387341
19.009	17.63199598
19.014	12.03680469
19.02	17.23669653
19.025	20.22697575
19.03	21.84852363
19.035	27.88402896
19.039	22.7004703
19.043	20.08055877
19.046	18.07641339
19.05	13.23462955
19.053	13.19246455
19.057	4.942391784
19.061	5.84596482
19.064	5.954725069
19.068	16.80074159
19.071	15.4526828
19.075	19.72897279
19.079	15.67273189
19.081	15.61284659
19.086	14.98434096
19.09	19.32581062
19.093	16.57611089
19.097	19.11217048
19.1	19.50944216
19.104	21.59512796
19.108	21.42112343
19.111	22.19268081
19.115	23.6273204
19.118	5.662437437
19.122	13.75617559
19.126	19.05511112
19.129	17.64129351
19.133	20.23153506
19.136	20.37179442
19.14	23.51969549
19.144	27.05359995
19.147	19.45518765
19.151	22.44983044
19.154	22.22270829
19.158	28.54663091
19.162	16.17709522
19.166	15.93438193
19.17	5.154404438
19.174	23.97718315
19.178	12.73198407
19.182	25.35021784
19.186	15.38945415
19.19	22.93259607
19.193	20.73911646
19.197	23.49224655
19.201	24.76165455
19.205	19.3317026
19.209	16.18611588
19.213	15.5765971
19.217	7.999350513
19.221	10.279272
19.225	9.214643052
19.229	13.28542002
19.233	38.89848412
19.237	18.51260539
19.241	31.7752197
19.245	26.0366676
19.249	17.98029064
19.252	18.54154744
19.256	17.59683372
19.26	19.35423824
19.264	19.50004273
19.268	19.54204139
19.272	13.65207572
19.276	23.98433889
19.28	25.43558829
19.284	20.60154929
19.288	19.70181129
19.292	24.6683166
19.296	22.68190365
19.3	20.66161195
19.303	16.00485181
19.307	11.81105381
19.311	16.53506073
19.315	26.90785563
19.319	23.34838985
19.323	18.35327483
19.327	25.49375421
19.331	14.08712375
19.335	14.70770094
19.339	13.22651566
19.343	11.60665435
19.347	14.25909839
19.35	4.514364287
19.354	11.40132665
19.358	7.581786043
19.362	6.701675639
19.366	7.080274684
19.37	19.82596792
19.381	-3.109811415
19.385	8.366274101
19.389	14.11408168
19.393	13.40649737
19.397	7.538876562
19.401	5.054719637
19.405	7.345254876
19.409	4.930664624
19.413	-13.99483742
19.417	9.192087606
19.421	5.035264
19.425	11.01074053
19.429	13.71160459
19.432	9.688105335
19.437	1.601908246
19.44	10.63075201
19.444	6.193651093
19.448	1.686549281
19.452	-0.176146298
19.456	9.445417802
19.46	9.60004128
19.464	15.21858123
19.468	2.841889391
19.472	4.665440287
19.476	7.045769485
19.48	4.90008277
19.483	5.605709414
19.487	6.941068545
19.491	8.659537965
19.495	10.48269855
19.499	10.94764331
19.503	11.62165746
19.507	6.929990944
19.511	9.868762523
19.515	4.165103332
19.519	5.326873584
19.523	13.63551293
19.527	16.22858479
19.531	19.55471498
19.534	15.97383013
19.543	25.07440934
19.547	19.92835121
19.551	28.35021702
19.554	35.58273958
19.558	37.69252606
19.561	32.47361801
19.564	28.71999423
19.566	14.25502375
19.569	18.48937133
19.571	15.67429818
19.574	18.82786623
19.577	24.5965053
19.582	13.6753969
19.585	20.90818623
19.587	21.89526756
19.59	21.70314322
19.592	20.11190026
19.595	13.58044451
19.598	7.36571776
19.6	17.7931972
19.603	9.213414719
19.605	10.44699806
19.608	10.71373318
19.611	11.67692355
19.613	12.59744545
19.616	16.44703152
19.619	15.18483704
19.621	17.07816553
19.624	17.51995766
19.626	28.85883429
19.629	31.10177845
19.632	35.5640128
19.636	31.80947268
19.64	30.1745184
19.644	33.52945752
19.648	31.13591516
19.652	14.88166988
19.656	16.27484647
19.66	23.32798185
19.664	24.16226766
19.668	31.33539591
19.672	33.19497958
19.676	27.55635851
19.68	36.04634469
19.684	19.54374458
19.688	15.38169537
19.692	19.95828614
19.696	22.64501979
19.7	31.23222538
19.704	12.52286664
19.709	9.987568315
19.713	21.41376479
19.717	16.0078133
19.72	26.53533881
19.724	23.81216612
19.728	24.47859807
19.732	20.01286479
19.736	20.954386
19.741	25.77859865
19.745	23.98900525
19.749	32.77017103
19.753	31.34481132
19.757	38.11570033
19.761	41.12710708
19.765	41.2964138
19.768	26.44207374
19.771	18.40587398
19.774	-0.273658708
19.777	2.389072154
19.78	16.54479088
19.783	16.99745448
19.786	16.5561917
19.789	8.684426604
19.792	8.813724388
19.795	9.963999947
19.798	10.32136909
19.801	13.53866219
19.804	14.84339578
19.807	10.99241847
19.81	6.427341871
19.813	9.600709965
19.816	10.31306007
19.819	4.092749253
19.822	7.583793636
19.825	6.205496833
19.829	3.023171227
19.832	8.456127907
19.835	4.963397635
19.838	12.56242649
19.841	24.46933274
19.844	14.86730729
19.848	14.44187416
19.851	18.2138619
19.855	20.63302618
19.858	21.25482296
19.862	27.96526269
19.866	23.2615904
19.87	20.37199277
19.873	13.69924543
19.877	13.81647369
19.88	14.33840096
19.884	10.94375997
19.888	12.05664792
19.891	10.06761836
19.895	16.67371613
19.899	16.1079024
19.902	21.08578872
19.906	20.03507602
19.909	15.22076103
19.913	19.14259527
19.917	21.2650437
19.92	27.5097035
19.924	21.81001276
19.927	27.79324481
19.931	30.16317042
19.935	30.22674091
19.938	19.5631082
19.942	19.43657577
19.945	28.67201978
19.949	24.19349178
19.952	23.76869344
19.956	29.39224341
19.959	29.12586135
19.963	20.6857921
19.966	18.27897706
19.97	24.63293779
19.973	26.34632346
19.977	19.1219924
19.98	27.28663976
19.984	20.41364812
19.987	10.43673695
19.991	18.82932325
19.994	18.40088337
19.998	26.53642131
20.001	25.91128522
20.005	34.47489823
20.008	32.62695646
20.011	29.66138288
20.015	22.00323775
20.018	29.03206473
20.022	33.06058468
20.025	30.82940822
20.029	34.60236703
20.032	40.89624554
